,gene_ids,feature_types,genome,n_cells,n_counts,gene_name,n_droplets
AL365226.1,ENSG00000224349,Gene Expression,GRCh38,3,3.0,AL365226.1,3
ZNF821,ENSG00000102984,Gene Expression,GRCh38,277,292.0,ZNF821,277
MUC4,ENSG00000145113,Gene Expression,GRCh38,122,225.0,MUC4,122
HIST1H2AE,ENSG00000277075,Gene Expression,GRCh38,509,772.0,HIST1H2AE,509
ISCU,ENSG00000136003,Gene Expression,GRCh38,2440,4006.0,ISCU,2440
LIG3,ENSG00000005156,Gene Expression,GRCh38,883,1023.0,LIG3,883
EMP1,ENSG00000134531,Gene Expression,GRCh38,10,10.0,EMP1,10
TXNIP,ENSG00000265972,Gene Expression,GRCh38,15,18.0,TXNIP,15
OTUD4,ENSG00000164164,Gene Expression,GRCh38,2006,2774.0,OTUD4,2006
EMC7,ENSG00000134153,Gene Expression,GRCh38,3101,6458.0,EMC7,3101
AC068234.3,ENSG00000276790,Gene Expression,GRCh38,11,12.0,AC068234.3,11
SPOPL,ENSG00000144228,Gene Expression,GRCh38,595,652.0,SPOPL,595
ZNF296,ENSG00000170684,Gene Expression,GRCh38,17,17.0,ZNF296,17
C10orf90,ENSG00000154493,Gene Expression,GRCh38,70,77.0,C10orf90,70
RPL7A,ENSG00000148303,Gene Expression,GRCh38,8407,89930.0,RPL7A,8407
FOXC1,ENSG00000054598,Gene Expression,GRCh38,430,520.0,FOXC1,430
PTTG1IP,ENSG00000183255,Gene Expression,GRCh38,4278,9648.0,PTTG1IP,4278
DUSP4,ENSG00000120875,Gene Expression,GRCh38,591,742.0,DUSP4,591
ATP13A3,ENSG00000133657,Gene Expression,GRCh38,2275,3700.0,ATP13A3,2275
WBP11,ENSG00000084463,Gene Expression,GRCh38,1709,2186.0,WBP11,1709
KCNK6,ENSG00000099337,Gene Expression,GRCh38,287,338.0,KCNK6,287
PCDHB5,ENSG00000113209,Gene Expression,GRCh38,4,4.0,PCDHB5,4
KLHL2,ENSG00000109466,Gene Expression,GRCh38,460,494.0,KLHL2,460
NAIP,ENSG00000249437,Gene Expression,GRCh38,347,382.0,NAIP,347
IKBKG,ENSG00000269335,Gene Expression,GRCh38,775,886.0,IKBKG,775
RANBP9,ENSG00000010017,Gene Expression,GRCh38,1027,1224.0,RANBP9,1027
TAF5,ENSG00000148835,Gene Expression,GRCh38,240,249.0,TAF5,240
MRPL4,ENSG00000105364,Gene Expression,GRCh38,1426,1914.0,MRPL4,1426
ESYT1,ENSG00000139641,Gene Expression,GRCh38,933,1097.0,ESYT1,933
ABCC4,ENSG00000125257,Gene Expression,GRCh38,15,17.0,ABCC4,15
SLC1A7,ENSG00000162383,Gene Expression,GRCh38,3,4.0,SLC1A7,3
AC022400.7,ENSG00000272916,Gene Expression,GRCh38,7,7.0,AC022400.7,7
ALKBH6,ENSG00000239382,Gene Expression,GRCh38,564,603.0,ALKBH6,564
LRP12,ENSG00000147650,Gene Expression,GRCh38,72,76.0,LRP12,72
AKAP8L,ENSG00000011243,Gene Expression,GRCh38,1996,2562.0,AKAP8L,1996
ZBED5-AS1,ENSG00000247271,Gene Expression,GRCh38,154,166.0,ZBED5-AS1,154
TMEM260,ENSG00000070269,Gene Expression,GRCh38,688,779.0,TMEM260,688
TMEM126B,ENSG00000171204,Gene Expression,GRCh38,901,1053.0,TMEM126B,901
COL4A2-AS2,ENSG00000224821,Gene Expression,GRCh38,7,7.0,COL4A2-AS2,7
HAUS1,ENSG00000152240,Gene Expression,GRCh38,916,1108.0,HAUS1,916
CLNS1A,ENSG00000074201,Gene Expression,GRCh38,1709,2257.0,CLNS1A,1709
RNF11,ENSG00000123091,Gene Expression,GRCh38,1678,2106.0,RNF11,1678
NDC1,ENSG00000058804,Gene Expression,GRCh38,328,347.0,NDC1,328
KRIT1,ENSG00000001631,Gene Expression,GRCh38,1157,1394.0,KRIT1,1157
AQP3,ENSG00000165272,Gene Expression,GRCh38,359,749.0,AQP3,359
BRIX1,ENSG00000113460,Gene Expression,GRCh38,977,1156.0,BRIX1,977
TNFSF8,ENSG00000106952,Gene Expression,GRCh38,3,3.0,TNFSF8,3
ATE1,ENSG00000107669,Gene Expression,GRCh38,812,920.0,ATE1,812
VWA3B,ENSG00000168658,Gene Expression,GRCh38,24,24.0,VWA3B,24
HS1BP3,ENSG00000118960,Gene Expression,GRCh38,622,678.0,HS1BP3,622
AC026471.4,ENSG00000261474,Gene Expression,GRCh38,23,23.0,AC026471.4,23
AC012103.1,ENSG00000253376,Gene Expression,GRCh38,9,9.0,AC012103.1,9
FGD1,ENSG00000102302,Gene Expression,GRCh38,77,79.0,FGD1,77
CDH24,ENSG00000139880,Gene Expression,GRCh38,166,172.0,CDH24,166
EWSAT1,ENSG00000212766,Gene Expression,GRCh38,6,6.0,EWSAT1,6
AC145343.1,ENSG00000265055,Gene Expression,GRCh38,14,15.0,AC145343.1,14
BEND3,ENSG00000178409,Gene Expression,GRCh38,117,119.0,BEND3,117
CCL20,ENSG00000115009,Gene Expression,GRCh38,10,30.0,CCL20,10
AL121820.2,ENSG00000259038,Gene Expression,GRCh38,190,196.0,AL121820.2,190
AC245008.1,ENSG00000273406,Gene Expression,GRCh38,3,3.0,AC245008.1,3
MST1R,ENSG00000164078,Gene Expression,GRCh38,37,37.0,MST1R,37
PDE2A,ENSG00000186642,Gene Expression,GRCh38,18,19.0,PDE2A,18
DSCC1,ENSG00000136982,Gene Expression,GRCh38,26,27.0,DSCC1,26
KRT24,ENSG00000167916,Gene Expression,GRCh38,67,73.0,KRT24,67
NRM,ENSG00000137404,Gene Expression,GRCh38,314,341.0,NRM,314
S100A2,ENSG00000196754,Gene Expression,GRCh38,34,34.0,S100A2,34
MROH8,ENSG00000101353,Gene Expression,GRCh38,54,78.0,MROH8,54
UFSP2,ENSG00000109775,Gene Expression,GRCh38,710,781.0,UFSP2,710
FBXO32,ENSG00000156804,Gene Expression,GRCh38,1296,1867.0,FBXO32,1296
STAM2,ENSG00000115145,Gene Expression,GRCh38,1180,1420.0,STAM2,1180
ANKRD13B,ENSG00000198720,Gene Expression,GRCh38,23,24.0,ANKRD13B,23
AL356356.1,ENSG00000237781,Gene Expression,GRCh38,11,12.0,AL356356.1,11
C11orf53,ENSG00000150750,Gene Expression,GRCh38,4,4.0,C11orf53,4
BAIAP3,ENSG00000007516,Gene Expression,GRCh38,56,57.0,BAIAP3,56
AL035420.3,ENSG00000277235,Gene Expression,GRCh38,7,7.0,AL035420.3,7
TDRD7,ENSG00000196116,Gene Expression,GRCh38,326,346.0,TDRD7,326
AL161937.2,ENSG00000237595,Gene Expression,GRCh38,4,4.0,AL161937.2,4
CCDC102B,ENSG00000150636,Gene Expression,GRCh38,50,51.0,CCDC102B,50
DDX60L,ENSG00000181381,Gene Expression,GRCh38,2123,3477.0,DDX60L,2123
NUP37,ENSG00000075188,Gene Expression,GRCh38,1082,1270.0,NUP37,1082
WDR7,ENSG00000091157,Gene Expression,GRCh38,216,227.0,WDR7,216
KDM5A,ENSG00000073614,Gene Expression,GRCh38,2638,3941.0,KDM5A,2638
EIF2B1,ENSG00000111361,Gene Expression,GRCh38,1404,1704.0,EIF2B1,1404
AP5Z1,ENSG00000242802,Gene Expression,GRCh38,774,876.0,AP5Z1,774
AC092368.3,ENSG00000261512,Gene Expression,GRCh38,7,7.0,AC092368.3,7
GK3P,ENSG00000229894,Gene Expression,GRCh38,5,5.0,GK3P,5
CEP164,ENSG00000110274,Gene Expression,GRCh38,405,446.0,CEP164,405
USP10,ENSG00000103194,Gene Expression,GRCh38,2303,3368.0,USP10,2303
KRAS,ENSG00000133703,Gene Expression,GRCh38,1373,1912.0,KRAS,1373
CYB5RL,ENSG00000215883,Gene Expression,GRCh38,72,75.0,CYB5RL,72
AC123768.2,ENSG00000244952,Gene Expression,GRCh38,7,7.0,AC123768.2,7
ABCC6,ENSG00000091262,Gene Expression,GRCh38,12,12.0,ABCC6,12
MET,ENSG00000105976,Gene Expression,GRCh38,504,613.0,MET,504
SLC25A25-AS1,ENSG00000234771,Gene Expression,GRCh38,147,152.0,SLC25A25-AS1,147
CPS1,ENSG00000021826,Gene Expression,GRCh38,24,30.0,CPS1,24
C5orf24,ENSG00000181904,Gene Expression,GRCh38,1841,2568.0,C5orf24,1841
GRAP2,ENSG00000100351,Gene Expression,GRCh38,3,3.0,GRAP2,3
PSMD13,ENSG00000185627,Gene Expression,GRCh38,2442,3745.0,PSMD13,2442
AC015912.3,ENSG00000274213,Gene Expression,GRCh38,536,669.0,AC015912.3,536
OR2L2,ENSG00000203663,Gene Expression,GRCh38,16,16.0,OR2L2,16
KCNJ6,ENSG00000157542,Gene Expression,GRCh38,53,57.0,KCNJ6,53
AC008397.1,ENSG00000284797,Gene Expression,GRCh38,72,76.0,AC008397.1,72
AC079329.1,ENSG00000254680,Gene Expression,GRCh38,38,38.0,AC079329.1,38
SPAG1,ENSG00000104450,Gene Expression,GRCh38,414,458.0,SPAG1,414
CAMTA2,ENSG00000108509,Gene Expression,GRCh38,1218,1549.0,CAMTA2,1218
MAEL,ENSG00000143194,Gene Expression,GRCh38,27,27.0,MAEL,27
HOXC4,ENSG00000198353,Gene Expression,GRCh38,10,10.0,HOXC4,10
TPTEP2-CSNK1E,ENSG00000283900,Gene Expression,GRCh38,48,49.0,TPTEP2-CSNK1E,48
ZNF474,ENSG00000164185,Gene Expression,GRCh38,3,3.0,ZNF474,3
EEF1AKMT3,ENSG00000123427,Gene Expression,GRCh38,246,256.0,EEF1AKMT3,246
DNAL1,ENSG00000119661,Gene Expression,GRCh38,393,422.0,DNAL1,393
CES2,ENSG00000172831,Gene Expression,GRCh38,542,605.0,CES2,542
DPEP3,ENSG00000141096,Gene Expression,GRCh38,6,6.0,DPEP3,6
LDLRAD4,ENSG00000168675,Gene Expression,GRCh38,3,3.0,LDLRAD4,3
HOXD-AS2,ENSG00000237380,Gene Expression,GRCh38,4,4.0,HOXD-AS2,4
ZNF776,ENSG00000152443,Gene Expression,GRCh38,160,166.0,ZNF776,160
IGKC,ENSG00000211592,Gene Expression,GRCh38,582,827.0,IGKC,582
HOXB-AS1,ENSG00000230148,Gene Expression,GRCh38,168,172.0,HOXB-AS1,168
ST3GAL1,ENSG00000008513,Gene Expression,GRCh38,1274,1671.0,ST3GAL1,1274
NAA40,ENSG00000110583,Gene Expression,GRCh38,830,947.0,NAA40,830
TOR1B,ENSG00000136816,Gene Expression,GRCh38,838,979.0,TOR1B,838
EXOSC4,ENSG00000178896,Gene Expression,GRCh38,1037,1227.0,EXOSC4,1037
CLRN1-AS1,ENSG00000239265,Gene Expression,GRCh38,3,3.0,CLRN1-AS1,3
DHX33,ENSG00000005100,Gene Expression,GRCh38,628,697.0,DHX33,628
AL391095.3,ENSG00000275401,Gene Expression,GRCh38,3,3.0,AL391095.3,3
INF2,ENSG00000203485,Gene Expression,GRCh38,3413,5873.0,INF2,3413
AC023790.2,ENSG00000255621,Gene Expression,GRCh38,8,8.0,AC023790.2,8
AL356481.1,ENSG00000228395,Gene Expression,GRCh38,17,17.0,AL356481.1,17
MXI1,ENSG00000119950,Gene Expression,GRCh38,1506,2200.0,MXI1,1506
SNRPD1,ENSG00000167088,Gene Expression,GRCh38,3182,6322.0,SNRPD1,3182
ABHD15,ENSG00000168792,Gene Expression,GRCh38,168,175.0,ABHD15,168
SEC14L6,ENSG00000214491,Gene Expression,GRCh38,3,3.0,SEC14L6,3
STRAP,ENSG00000023734,Gene Expression,GRCh38,2074,3048.0,STRAP,2074
AL442663.3,ENSG00000258813,Gene Expression,GRCh38,9,9.0,AL442663.3,9
LINC00638,ENSG00000258701,Gene Expression,GRCh38,17,18.0,LINC00638,17
DLG1,ENSG00000075711,Gene Expression,GRCh38,1302,1629.0,DLG1,1302
ARPC2,ENSG00000163466,Gene Expression,GRCh38,7178,42263.0,ARPC2,7178
ZFP41,ENSG00000181638,Gene Expression,GRCh38,25,28.0,ZFP41,25
MAMDC4,ENSG00000177943,Gene Expression,GRCh38,180,182.0,MAMDC4,180
RNF111,ENSG00000157450,Gene Expression,GRCh38,820,941.0,RNF111,820
GEMIN6,ENSG00000152147,Gene Expression,GRCh38,549,616.0,GEMIN6,549
WDR5,ENSG00000196363,Gene Expression,GRCh38,554,605.0,WDR5,554
AC012640.1,ENSG00000248968,Gene Expression,GRCh38,12,12.0,AC012640.1,12
PGF,ENSG00000119630,Gene Expression,GRCh38,7788,37522.0,PGF,7788
AC010335.1,ENSG00000268199,Gene Expression,GRCh38,3,3.0,AC010335.1,3
FBXO7,ENSG00000100225,Gene Expression,GRCh38,1913,2528.0,FBXO7,1913
TCEAL9,ENSG00000185222,Gene Expression,GRCh38,5351,16040.0,TCEAL9,5351
SPIRE1,ENSG00000134278,Gene Expression,GRCh38,161,172.0,SPIRE1,161
UXT-AS1,ENSG00000267064,Gene Expression,GRCh38,4,4.0,UXT-AS1,4
GPATCH4,ENSG00000160818,Gene Expression,GRCh38,1198,1594.0,GPATCH4,1198
KAT6A,ENSG00000083168,Gene Expression,GRCh38,1407,1825.0,KAT6A,1407
RARG,ENSG00000172819,Gene Expression,GRCh38,14,14.0,RARG,14
TTLL5,ENSG00000119685,Gene Expression,GRCh38,457,492.0,TTLL5,457
UNC79,ENSG00000133958,Gene Expression,GRCh38,47,47.0,UNC79,47
BAHD1,ENSG00000140320,Gene Expression,GRCh38,652,716.0,BAHD1,652
KCNK12,ENSG00000184261,Gene Expression,GRCh38,73,84.0,KCNK12,73
LIMD2,ENSG00000136490,Gene Expression,GRCh38,54,58.0,LIMD2,54
AC008736.1,ENSG00000267475,Gene Expression,GRCh38,38,40.0,AC008736.1,38
AC092364.1,ENSG00000268184,Gene Expression,GRCh38,6,6.0,AC092364.1,6
LINC02265,ENSG00000249241,Gene Expression,GRCh38,20,20.0,LINC02265,20
LY96,ENSG00000154589,Gene Expression,GRCh38,21,21.0,LY96,21
RFFL,ENSG00000092871,Gene Expression,GRCh38,382,406.0,RFFL,382
OR5H14,ENSG00000236032,Gene Expression,GRCh38,49,50.0,OR5H14,49
PHF20L1,ENSG00000129292,Gene Expression,GRCh38,1894,2597.0,PHF20L1,1894
GON7,ENSG00000170270,Gene Expression,GRCh38,256,271.0,GON7,256
TCF12,ENSG00000140262,Gene Expression,GRCh38,1329,1662.0,TCF12,1329
RAB30,ENSG00000137502,Gene Expression,GRCh38,1216,1705.0,RAB30,1216
TMEM106A,ENSG00000184988,Gene Expression,GRCh38,516,578.0,TMEM106A,516
CMPK1,ENSG00000162368,Gene Expression,GRCh38,3008,5093.0,CMPK1,3008
GRIP2,ENSG00000144596,Gene Expression,GRCh38,33,33.0,GRIP2,33
LINC01088,ENSG00000249307,Gene Expression,GRCh38,7,7.0,LINC01088,7
RAB22A,ENSG00000124209,Gene Expression,GRCh38,1232,1474.0,RAB22A,1232
IVNS1ABP,ENSG00000116679,Gene Expression,GRCh38,902,1051.0,IVNS1ABP,902
LAT,ENSG00000213658,Gene Expression,GRCh38,102,106.0,LAT,102
RNF219-AS1,ENSG00000234377,Gene Expression,GRCh38,8,8.0,RNF219-AS1,8
ASL,ENSG00000126522,Gene Expression,GRCh38,1293,1605.0,ASL,1293
RPL23,ENSG00000125691,Gene Expression,GRCh38,8986,118463.0,RPL23,8986
RB1,ENSG00000139687,Gene Expression,GRCh38,911,1151.0,RB1,911
SFXN2,ENSG00000156398,Gene Expression,GRCh38,64,65.0,SFXN2,64
AC104118.1,ENSG00000271862,Gene Expression,GRCh38,14,14.0,AC104118.1,14
DLG4,ENSG00000132535,Gene Expression,GRCh38,30,33.0,DLG4,30
AC008443.6,ENSG00000250900,Gene Expression,GRCh38,6,6.0,AC008443.6,6
AC103740.1,ENSG00000259370,Gene Expression,GRCh38,127,142.0,AC103740.1,127
CLMN,ENSG00000165959,Gene Expression,GRCh38,343,369.0,CLMN,343
LINC02539,ENSG00000234956,Gene Expression,GRCh38,6,6.0,LINC02539,6
PTCD1,ENSG00000106246,Gene Expression,GRCh38,302,316.0,PTCD1,302
ASTE1,ENSG00000034533,Gene Expression,GRCh38,175,182.0,ASTE1,175
AC138393.3,ENSG00000278467,Gene Expression,GRCh38,3,3.0,AC138393.3,3
PINX1,ENSG00000254093,Gene Expression,GRCh38,197,211.0,PINX1,197
CPSF7,ENSG00000149532,Gene Expression,GRCh38,538,569.0,CPSF7,538
MIAT,ENSG00000225783,Gene Expression,GRCh38,6,6.0,MIAT,6
RHAG,ENSG00000112077,Gene Expression,GRCh38,9,9.0,RHAG,9
DEFB1,ENSG00000164825,Gene Expression,GRCh38,36,45.0,DEFB1,36
AL139041.1,ENSG00000271631,Gene Expression,GRCh38,13,13.0,AL139041.1,13
AL591848.3,ENSG00000260698,Gene Expression,GRCh38,62,70.0,AL591848.3,62
AC027117.2,ENSG00000253944,Gene Expression,GRCh38,14,16.0,AC027117.2,14
ACBD7,ENSG00000176244,Gene Expression,GRCh38,3,3.0,ACBD7,3
TRMT1,ENSG00000104907,Gene Expression,GRCh38,400,427.0,TRMT1,400
SHANK2,ENSG00000162105,Gene Expression,GRCh38,1052,1244.0,SHANK2,1052
MKX,ENSG00000150051,Gene Expression,GRCh38,19,19.0,MKX,19
IDH1-AS1,ENSG00000231908,Gene Expression,GRCh38,28,28.0,IDH1-AS1,28
AC106786.2,ENSG00000249996,Gene Expression,GRCh38,9,9.0,AC106786.2,9
MTNR1B,ENSG00000134640,Gene Expression,GRCh38,4,4.0,MTNR1B,4
NUPR1,ENSG00000176046,Gene Expression,GRCh38,3906,14618.0,NUPR1,3906
AL035252.3,ENSG00000277938,Gene Expression,GRCh38,12,12.0,AL035252.3,12
XKR3,ENSG00000172967,Gene Expression,GRCh38,7,9.0,XKR3,7
MTHFS,ENSG00000136371,Gene Expression,GRCh38,425,482.0,MTHFS,425
CRIPT,ENSG00000119878,Gene Expression,GRCh38,1578,2053.0,CRIPT,1578
SRSF8,ENSG00000263465,Gene Expression,GRCh38,1477,1898.0,SRSF8,1477
TOGARAM2,ENSG00000189350,Gene Expression,GRCh38,750,1244.0,TOGARAM2,750
AL139002.1,ENSG00000233379,Gene Expression,GRCh38,28,30.0,AL139002.1,28
ECT2L,ENSG00000203734,Gene Expression,GRCh38,41,42.0,ECT2L,41
TWIST1,ENSG00000122691,Gene Expression,GRCh38,414,498.0,TWIST1,414
AC009955.2,ENSG00000267919,Gene Expression,GRCh38,17,18.0,AC009955.2,17
NR4A1,ENSG00000123358,Gene Expression,GRCh38,873,1793.0,NR4A1,873
AL606807.1,ENSG00000237372,Gene Expression,GRCh38,28,32.0,AL606807.1,28
POLR2E,ENSG00000099817,Gene Expression,GRCh38,1924,2717.0,POLR2E,1924
BTG3,ENSG00000154640,Gene Expression,GRCh38,1633,2944.0,BTG3,1633
GCC1,ENSG00000179562,Gene Expression,GRCh38,198,205.0,GCC1,198
GLO1,ENSG00000124767,Gene Expression,GRCh38,3404,6304.0,GLO1,3404
ETS1,ENSG00000134954,Gene Expression,GRCh38,206,258.0,ETS1,206
MRPS14,ENSG00000120333,Gene Expression,GRCh38,1076,1301.0,MRPS14,1076
AL353708.1,ENSG00000260360,Gene Expression,GRCh38,7,7.0,AL353708.1,7
SAR1B,ENSG00000152700,Gene Expression,GRCh38,1279,1680.0,SAR1B,1279
NOP16,ENSG00000048162,Gene Expression,GRCh38,767,900.0,NOP16,767
AC018653.3,ENSG00000256967,Gene Expression,GRCh38,7,7.0,AC018653.3,7
NDRG4,ENSG00000103034,Gene Expression,GRCh38,11,12.0,NDRG4,11
ARHGAP42,ENSG00000165895,Gene Expression,GRCh38,363,449.0,ARHGAP42,363
AL121772.1,ENSG00000274414,Gene Expression,GRCh38,7,7.0,AL121772.1,7
AC079148.1,ENSG00000260331,Gene Expression,GRCh38,6,6.0,AC079148.1,6
ZNF160,ENSG00000170949,Gene Expression,GRCh38,1083,1327.0,ZNF160,1083
ISOC1,ENSG00000066583,Gene Expression,GRCh38,873,1039.0,ISOC1,873
ACOT9,ENSG00000123130,Gene Expression,GRCh38,567,635.0,ACOT9,567
AL162741.1,ENSG00000260179,Gene Expression,GRCh38,6,6.0,AL162741.1,6
PNMA2,ENSG00000240694,Gene Expression,GRCh38,30,34.0,PNMA2,30
ARL9,ENSG00000196503,Gene Expression,GRCh38,26,26.0,ARL9,26
SINHCAF,ENSG00000139146,Gene Expression,GRCh38,2668,4286.0,SINHCAF,2668
AC005837.1,ENSG00000261335,Gene Expression,GRCh38,19,19.0,AC005837.1,19
FAM206A,ENSG00000119328,Gene Expression,GRCh38,311,330.0,FAM206A,311
AC135457.1,ENSG00000272742,Gene Expression,GRCh38,7,7.0,AC135457.1,7
SOS1,ENSG00000115904,Gene Expression,GRCh38,1155,1342.0,SOS1,1155
AKAP6,ENSG00000151320,Gene Expression,GRCh38,17,17.0,AKAP6,17
DRC3,ENSG00000171962,Gene Expression,GRCh38,99,104.0,DRC3,99
AL357833.2,ENSG00000236892,Gene Expression,GRCh38,6,6.0,AL357833.2,6
POMP,ENSG00000132963,Gene Expression,GRCh38,5870,22730.0,POMP,5870
COMMD5,ENSG00000170619,Gene Expression,GRCh38,571,640.0,COMMD5,571
FIBCD1,ENSG00000130720,Gene Expression,GRCh38,67,89.0,FIBCD1,67
AC135048.3,ENSG00000275263,Gene Expression,GRCh38,6,6.0,AC135048.3,6
NDUFA6,ENSG00000184983,Gene Expression,GRCh38,3667,8317.0,NDUFA6,3667
AC092171.2,ENSG00000230733,Gene Expression,GRCh38,47,47.0,AC092171.2,47
TEKT2,ENSG00000092850,Gene Expression,GRCh38,5,6.0,TEKT2,5
ERP44,ENSG00000023318,Gene Expression,GRCh38,2653,4112.0,ERP44,2653
PLXNA3,ENSG00000130827,Gene Expression,GRCh38,1004,1235.0,PLXNA3,1004
VCX,ENSG00000182583,Gene Expression,GRCh38,5,5.0,VCX,5
AP005057.1,ENSG00000264080,Gene Expression,GRCh38,37,37.0,AP005057.1,37
FAM217B,ENSG00000196227,Gene Expression,GRCh38,1064,1329.0,FAM217B,1064
TCP11L2,ENSG00000166046,Gene Expression,GRCh38,136,142.0,TCP11L2,136
PRR26,ENSG00000180525,Gene Expression,GRCh38,56,60.0,PRR26,56
GTF2F1,ENSG00000125651,Gene Expression,GRCh38,1356,1658.0,GTF2F1,1356
CDADC1,ENSG00000102543,Gene Expression,GRCh38,243,257.0,CDADC1,243
ATF7,ENSG00000170653,Gene Expression,GRCh38,984,1159.0,ATF7,984
POU6F2,ENSG00000106536,Gene Expression,GRCh38,8,8.0,POU6F2,8
RAB3A,ENSG00000105649,Gene Expression,GRCh38,60,61.0,RAB3A,60
AC008758.4,ENSG00000268744,Gene Expression,GRCh38,30,31.0,AC008758.4,30
GDPD4,ENSG00000178795,Gene Expression,GRCh38,158,170.0,GDPD4,158
PSPH,ENSG00000146733,Gene Expression,GRCh38,185,190.0,PSPH,185
AKNA,ENSG00000106948,Gene Expression,GRCh38,571,644.0,AKNA,571
C1orf112,ENSG00000000460,Gene Expression,GRCh38,129,139.0,C1orf112,129
TMEM98,ENSG00000006042,Gene Expression,GRCh38,33,34.0,TMEM98,33
EREG,ENSG00000124882,Gene Expression,GRCh38,5,5.0,EREG,5
FUNDC2,ENSG00000165775,Gene Expression,GRCh38,1619,2230.0,FUNDC2,1619
TPRA1,ENSG00000163870,Gene Expression,GRCh38,1629,2177.0,TPRA1,1629
PRELID2,ENSG00000186314,Gene Expression,GRCh38,412,460.0,PRELID2,412
LINC01675,ENSG00000234142,Gene Expression,GRCh38,3,3.0,LINC01675,3
TPP2,ENSG00000134900,Gene Expression,GRCh38,2041,2998.0,TPP2,2041
NAGLU,ENSG00000108784,Gene Expression,GRCh38,1942,2824.0,NAGLU,1942
AKT3,ENSG00000117020,Gene Expression,GRCh38,939,1105.0,AKT3,939
NKAPD1,ENSG00000150776,Gene Expression,GRCh38,1019,1187.0,NKAPD1,1019
IGSF11,ENSG00000144847,Gene Expression,GRCh38,11,11.0,IGSF11,11
RNF126,ENSG00000070423,Gene Expression,GRCh38,1639,2156.0,RNF126,1639
LTBP4,ENSG00000090006,Gene Expression,GRCh38,175,187.0,LTBP4,175
AC104655.1,ENSG00000231851,Gene Expression,GRCh38,72,78.0,AC104655.1,72
MELK,ENSG00000165304,Gene Expression,GRCh38,302,325.0,MELK,302
HECTD4,ENSG00000173064,Gene Expression,GRCh38,945,1086.0,HECTD4,945
PRPSAP2,ENSG00000141127,Gene Expression,GRCh38,657,721.0,PRPSAP2,657
LMOD1,ENSG00000163431,Gene Expression,GRCh38,28,30.0,LMOD1,28
MDGA1,ENSG00000112139,Gene Expression,GRCh38,10,11.0,MDGA1,10
SAP18,ENSG00000150459,Gene Expression,GRCh38,4778,11404.0,SAP18,4778
FTSJ1,ENSG00000068438,Gene Expression,GRCh38,292,301.0,FTSJ1,292
AC016722.1,ENSG00000226548,Gene Expression,GRCh38,18,18.0,AC016722.1,18
ZDHHC3,ENSG00000163812,Gene Expression,GRCh38,1380,1770.0,ZDHHC3,1380
GALNT5,ENSG00000136542,Gene Expression,GRCh38,7,7.0,GALNT5,7
RYBP,ENSG00000163602,Gene Expression,GRCh38,4128,9268.0,RYBP,4128
SNTN,ENSG00000188817,Gene Expression,GRCh38,7,9.0,SNTN,7
LCN2,ENSG00000148346,Gene Expression,GRCh38,181,547.0,LCN2,181
POLR2C,ENSG00000102978,Gene Expression,GRCh38,1302,1612.0,POLR2C,1302
UBE2G2,ENSG00000184787,Gene Expression,GRCh38,1559,2078.0,UBE2G2,1559
AC110079.2,ENSG00000281731,Gene Expression,GRCh38,5,5.0,AC110079.2,5
PPP2R3B,ENSG00000167393,Gene Expression,GRCh38,794,880.0,PPP2R3B,794
RBM34,ENSG00000188739,Gene Expression,GRCh38,162,166.0,RBM34,162
ELP6,ENSG00000163832,Gene Expression,GRCh38,802,930.0,ELP6,802
UMAD1,ENSG00000219545,Gene Expression,GRCh38,514,562.0,UMAD1,514
PRKG1,ENSG00000185532,Gene Expression,GRCh38,381,429.0,PRKG1,381
GADD45A,ENSG00000116717,Gene Expression,GRCh38,2717,5197.0,GADD45A,2717
MYLK,ENSG00000065534,Gene Expression,GRCh38,396,457.0,MYLK,396
AC108134.2,ENSG00000261889,Gene Expression,GRCh38,450,587.0,AC108134.2,450
AL354977.2,ENSG00000237359,Gene Expression,GRCh38,4,4.0,AL354977.2,4
POC1A,ENSG00000164087,Gene Expression,GRCh38,79,87.0,POC1A,79
PTTG1,ENSG00000164611,Gene Expression,GRCh38,344,505.0,PTTG1,344
LTN1,ENSG00000198862,Gene Expression,GRCh38,2098,3284.0,LTN1,2098
ANTXR1,ENSG00000169604,Gene Expression,GRCh38,366,596.0,ANTXR1,366
TSPAN15,ENSG00000099282,Gene Expression,GRCh38,889,1145.0,TSPAN15,889
AP002495.2,ENSG00000254469,Gene Expression,GRCh38,74,76.0,AP002495.2,74
AL591368.1,ENSG00000233926,Gene Expression,GRCh38,3,3.0,AL591368.1,3
ABHD13,ENSG00000139826,Gene Expression,GRCh38,583,653.0,ABHD13,583
TSNAXIP1,ENSG00000102904,Gene Expression,GRCh38,9,9.0,TSNAXIP1,9
SNAP29,ENSG00000099940,Gene Expression,GRCh38,2845,4596.0,SNAP29,2845
HYAL2,ENSG00000068001,Gene Expression,GRCh38,930,1207.0,HYAL2,930
SERPINB1,ENSG00000021355,Gene Expression,GRCh38,2867,4981.0,SERPINB1,2867
TPRN,ENSG00000176058,Gene Expression,GRCh38,209,226.0,TPRN,209
RARRES1,ENSG00000118849,Gene Expression,GRCh38,382,1149.0,RARRES1,382
AL592183.1,ENSG00000273748,Gene Expression,GRCh38,58,62.0,AL592183.1,58
SPG7,ENSG00000197912,Gene Expression,GRCh38,1707,2255.0,SPG7,1707
