,gene_ids,feature_types,genome,n_cells,n_counts,gene_name,n_droplets
AL353759.1,ENSG00000283064,Gene Expression,GRCh38,162,181.0,AL353759.1,162
COX10,ENSG00000006695,Gene Expression,GRCh38,464,511.0,COX10,464
ANKRD28,ENSG00000206560,Gene Expression,GRCh38,440,467.0,ANKRD28,440
PYGL,ENSG00000100504,Gene Expression,GRCh38,2346,3584.0,PYGL,2346
MSH3,ENSG00000113318,Gene Expression,GRCh38,652,735.0,MSH3,652
AC110792.3,ENSG00000272650,Gene Expression,GRCh38,12,12.0,AC110792.3,12
OR6A2,ENSG00000184933,Gene Expression,GRCh38,3,3.0,OR6A2,3
AGO4,ENSG00000134698,Gene Expression,GRCh38,916,1053.0,AGO4,916
RBM47,ENSG00000163694,Gene Expression,GRCh38,2953,5541.0,RBM47,2953
WDR93,ENSG00000140527,Gene Expression,GRCh38,9,9.0,WDR93,9
ARMS2,ENSG00000254636,Gene Expression,GRCh38,43,51.0,ARMS2,43
CRX,ENSG00000105392,Gene Expression,GRCh38,9,9.0,CRX,9
AL359921.2,ENSG00000273058,Gene Expression,GRCh38,48,50.0,AL359921.2,48
LINC00623,ENSG00000226067,Gene Expression,GRCh38,596,673.0,LINC00623,596
MIEF1,ENSG00000100335,Gene Expression,GRCh38,1129,1356.0,MIEF1,1129
CD86,ENSG00000114013,Gene Expression,GRCh38,11,11.0,CD86,11
AL139383.1,ENSG00000230490,Gene Expression,GRCh38,23,24.0,AL139383.1,23
ZMYND12,ENSG00000066185,Gene Expression,GRCh38,9,9.0,ZMYND12,9
AC012442.1,ENSG00000228251,Gene Expression,GRCh38,3,3.0,AC012442.1,3
AC139795.2,ENSG00000247679,Gene Expression,GRCh38,26,30.0,AC139795.2,26
BAG2,ENSG00000112208,Gene Expression,GRCh38,344,396.0,BAG2,344
TMEM136,ENSG00000181264,Gene Expression,GRCh38,267,298.0,TMEM136,267
SLC16A8,ENSG00000100156,Gene Expression,GRCh38,4,4.0,SLC16A8,4
HIST3H2A,ENSG00000181218,Gene Expression,GRCh38,791,1210.0,HIST3H2A,791
CASC1,ENSG00000118307,Gene Expression,GRCh38,6,6.0,CASC1,6
PLEK,ENSG00000115956,Gene Expression,GRCh38,3,3.0,PLEK,3
AL358216.1,ENSG00000225140,Gene Expression,GRCh38,4,4.0,AL358216.1,4
TMEM105,ENSG00000185332,Gene Expression,GRCh38,107,111.0,TMEM105,107
ADGRG5,ENSG00000159618,Gene Expression,GRCh38,6,6.0,ADGRG5,6
BMP1,ENSG00000168487,Gene Expression,GRCh38,3942,7536.0,BMP1,3942
ABCA9,ENSG00000154258,Gene Expression,GRCh38,7,7.0,ABCA9,7
AL357060.1,ENSG00000237499,Gene Expression,GRCh38,289,311.0,AL357060.1,289
AC097103.2,ENSG00000248932,Gene Expression,GRCh38,39,39.0,AC097103.2,39
ZFAND4,ENSG00000172671,Gene Expression,GRCh38,15,15.0,ZFAND4,15
FAM209B,ENSG00000213714,Gene Expression,GRCh38,18,18.0,FAM209B,18
AC091180.3,ENSG00000250186,Gene Expression,GRCh38,8,8.0,AC091180.3,8
ANKHD1-EIF4EBP3,ENSG00000254996,Gene Expression,GRCh38,44,45.0,ANKHD1-EIF4EBP3,44
TTC23L,ENSG00000205838,Gene Expression,GRCh38,22,24.0,TTC23L,22
PIPOX,ENSG00000179761,Gene Expression,GRCh38,1259,2266.0,PIPOX,1259
SYNPO2,ENSG00000172403,Gene Expression,GRCh38,19,19.0,SYNPO2,19
AC007846.1,ENSG00000284837,Gene Expression,GRCh38,23,23.0,AC007846.1,23
ATG13,ENSG00000175224,Gene Expression,GRCh38,928,1099.0,ATG13,928
KRT10,ENSG00000186395,Gene Expression,GRCh38,3953,8246.0,KRT10,3953
RC3H1,ENSG00000135870,Gene Expression,GRCh38,1599,2029.0,RC3H1,1599
CYP1A2,ENSG00000140505,Gene Expression,GRCh38,6,6.0,CYP1A2,6
JMJD4,ENSG00000081692,Gene Expression,GRCh38,448,485.0,JMJD4,448
AC240565.2,ENSG00000280279,Gene Expression,GRCh38,4,4.0,AC240565.2,4
LINC02575,ENSG00000228709,Gene Expression,GRCh38,25,30.0,LINC02575,25
RHOBTB3,ENSG00000164292,Gene Expression,GRCh38,4475,12672.0,RHOBTB3,4475
AL138762.1,ENSG00000272572,Gene Expression,GRCh38,27,28.0,AL138762.1,27
IL4I1,ENSG00000104951,Gene Expression,GRCh38,15,15.0,IL4I1,15
UQCC3,ENSG00000204922,Gene Expression,GRCh38,1321,1694.0,UQCC3,1321
EREG,ENSG00000124882,Gene Expression,GRCh38,5,5.0,EREG,5
AC027796.3,ENSG00000262304,Gene Expression,GRCh38,10,10.0,AC027796.3,10
TAS2R30,ENSG00000256188,Gene Expression,GRCh38,11,12.0,TAS2R30,11
C12orf75,ENSG00000235162,Gene Expression,GRCh38,7006,49016.0,C12orf75,7006
ETV3,ENSG00000117036,Gene Expression,GRCh38,1358,1697.0,ETV3,1358
RBM42,ENSG00000126254,Gene Expression,GRCh38,2343,3307.0,RBM42,2343
NXPE3,ENSG00000144815,Gene Expression,GRCh38,266,288.0,NXPE3,266
PEX26,ENSG00000215193,Gene Expression,GRCh38,543,619.0,PEX26,543
NEK1,ENSG00000137601,Gene Expression,GRCh38,384,411.0,NEK1,384
MRFAP1L1,ENSG00000178988,Gene Expression,GRCh38,1148,1400.0,MRFAP1L1,1148
BUD13,ENSG00000137656,Gene Expression,GRCh38,383,402.0,BUD13,383
SPATA6,ENSG00000132122,Gene Expression,GRCh38,28,29.0,SPATA6,28
CCNT1,ENSG00000129315,Gene Expression,GRCh38,1339,1657.0,CCNT1,1339
NQO2,ENSG00000124588,Gene Expression,GRCh38,718,794.0,NQO2,718
BMP7,ENSG00000101144,Gene Expression,GRCh38,902,1230.0,BMP7,902
ETNK2,ENSG00000143845,Gene Expression,GRCh38,369,386.0,ETNK2,369
AC068135.2,ENSG00000260142,Gene Expression,GRCh38,5,5.0,AC068135.2,5
AL731684.1,ENSG00000225532,Gene Expression,GRCh38,205,263.0,AL731684.1,205
YPEL2,ENSG00000175155,Gene Expression,GRCh38,1264,1568.0,YPEL2,1264
SP110,ENSG00000135899,Gene Expression,GRCh38,1516,2183.0,SP110,1516
FBXL3,ENSG00000005812,Gene Expression,GRCh38,1321,1580.0,FBXL3,1321
SH3YL1,ENSG00000035115,Gene Expression,GRCh38,2442,3786.0,SH3YL1,2442
LINC01007,ENSG00000233123,Gene Expression,GRCh38,8,8.0,LINC01007,8
AC002091.2,ENSG00000266389,Gene Expression,GRCh38,9,9.0,AC002091.2,9
MOB1A,ENSG00000114978,Gene Expression,GRCh38,2595,3935.0,MOB1A,2595
SNRNP200,ENSG00000144028,Gene Expression,GRCh38,2224,3022.0,SNRNP200,2224
PLCB3,ENSG00000149782,Gene Expression,GRCh38,704,796.0,PLCB3,704
NOP9,ENSG00000196943,Gene Expression,GRCh38,266,279.0,NOP9,266
TRPV1,ENSG00000196689,Gene Expression,GRCh38,120,126.0,TRPV1,120
MAFG,ENSG00000197063,Gene Expression,GRCh38,1422,1846.0,MAFG,1422
AC138393.3,ENSG00000278467,Gene Expression,GRCh38,3,3.0,AC138393.3,3
AL512791.2,ENSG00000275198,Gene Expression,GRCh38,12,12.0,AL512791.2,12
ENOSF1,ENSG00000132199,Gene Expression,GRCh38,1243,1584.0,ENOSF1,1243
SF3A2,ENSG00000104897,Gene Expression,GRCh38,853,983.0,SF3A2,853
ARV1,ENSG00000173409,Gene Expression,GRCh38,378,413.0,ARV1,378
BCL2L14,ENSG00000121380,Gene Expression,GRCh38,6,6.0,BCL2L14,6
AC123788.1,ENSG00000254592,Gene Expression,GRCh38,9,9.0,AC123788.1,9
MESD,ENSG00000117899,Gene Expression,GRCh38,4369,11173.0,MESD,4369
FXYD7,ENSG00000221946,Gene Expression,GRCh38,6,7.0,FXYD7,6
VGF,ENSG00000128564,Gene Expression,GRCh38,394,447.0,VGF,394
TMPRSS6,ENSG00000187045,Gene Expression,GRCh38,8,8.0,TMPRSS6,8
NPHP1,ENSG00000144061,Gene Expression,GRCh38,34,34.0,NPHP1,34
RHOXF1-AS1,ENSG00000258545,Gene Expression,GRCh38,6,6.0,RHOXF1-AS1,6
ANO7,ENSG00000146205,Gene Expression,GRCh38,99,102.0,ANO7,99
AC027045.3,ENSG00000283025,Gene Expression,GRCh38,3,3.0,AC027045.3,3
PPAT,ENSG00000128059,Gene Expression,GRCh38,732,811.0,PPAT,732
SESTD1,ENSG00000187231,Gene Expression,GRCh38,2022,3156.0,SESTD1,2022
HAUS6,ENSG00000147874,Gene Expression,GRCh38,602,666.0,HAUS6,602
ATP5MPL,ENSG00000156411,Gene Expression,GRCh38,6333,23516.0,ATP5MPL,6333
MSS51,ENSG00000166343,Gene Expression,GRCh38,17,17.0,MSS51,17
CLN5,ENSG00000102805,Gene Expression,GRCh38,2241,4517.0,CLN5,2241
FOSL1,ENSG00000175592,Gene Expression,GRCh38,210,229.0,FOSL1,210
TOLLIP-AS1,ENSG00000255153,Gene Expression,GRCh38,22,23.0,TOLLIP-AS1,22
PSPC1,ENSG00000121390,Gene Expression,GRCh38,2283,3404.0,PSPC1,2283
AC009133.3,ENSG00000260719,Gene Expression,GRCh38,3,3.0,AC009133.3,3
MRPL10,ENSG00000159111,Gene Expression,GRCh38,912,1042.0,MRPL10,912
DCAF6,ENSG00000143164,Gene Expression,GRCh38,1605,2093.0,DCAF6,1605
CDK3,ENSG00000250506,Gene Expression,GRCh38,300,315.0,CDK3,300
ZNF750,ENSG00000141579,Gene Expression,GRCh38,272,313.0,ZNF750,272
AC108463.3,ENSG00000271590,Gene Expression,GRCh38,24,25.0,AC108463.3,24
CS,ENSG00000062485,Gene Expression,GRCh38,897,1050.0,CS,897
AC090826.1,ENSG00000261821,Gene Expression,GRCh38,203,218.0,AC090826.1,203
ZNF280A,ENSG00000169548,Gene Expression,GRCh38,3,3.0,ZNF280A,3
KAT6A,ENSG00000083168,Gene Expression,GRCh38,1407,1825.0,KAT6A,1407
TMED3,ENSG00000166557,Gene Expression,GRCh38,4135,11221.0,TMED3,4135
AL031123.2,ENSG00000261211,Gene Expression,GRCh38,13,14.0,AL031123.2,13
SPACA6,ENSG00000182310,Gene Expression,GRCh38,167,179.0,SPACA6,167
NCKIPSD,ENSG00000213672,Gene Expression,GRCh38,737,815.0,NCKIPSD,737
HYAL3,ENSG00000186792,Gene Expression,GRCh38,72,74.0,HYAL3,72
CACNA1A,ENSG00000141837,Gene Expression,GRCh38,58,63.0,CACNA1A,58
AC114947.2,ENSG00000261604,Gene Expression,GRCh38,41,41.0,AC114947.2,41
MCM5,ENSG00000100297,Gene Expression,GRCh38,613,785.0,MCM5,613
VEZT,ENSG00000028203,Gene Expression,GRCh38,1655,2236.0,VEZT,1655
ZNF675,ENSG00000197372,Gene Expression,GRCh38,245,260.0,ZNF675,245
PGRMC2,ENSG00000164040,Gene Expression,GRCh38,2374,3550.0,PGRMC2,2374
IKZF3,ENSG00000161405,Gene Expression,GRCh38,52,55.0,IKZF3,52
FZD9,ENSG00000188763,Gene Expression,GRCh38,13,13.0,FZD9,13
NMRK2,ENSG00000077009,Gene Expression,GRCh38,15,15.0,NMRK2,15
AC112491.1,ENSG00000269888,Gene Expression,GRCh38,3,3.0,AC112491.1,3
UBE2L3,ENSG00000185651,Gene Expression,GRCh38,3869,7521.0,UBE2L3,3869
IBTK,ENSG00000005700,Gene Expression,GRCh38,1264,1534.0,IBTK,1264
MTRR,ENSG00000124275,Gene Expression,GRCh38,415,447.0,MTRR,415
FAM220A,ENSG00000178397,Gene Expression,GRCh38,328,349.0,FAM220A,328
HTATIP2,ENSG00000109854,Gene Expression,GRCh38,3168,6434.0,HTATIP2,3168
AC117498.1,ENSG00000257653,Gene Expression,GRCh38,3,3.0,AC117498.1,3
COX14,ENSG00000178449,Gene Expression,GRCh38,2594,4462.0,COX14,2594
FOXD1,ENSG00000251493,Gene Expression,GRCh38,19,19.0,FOXD1,19
CMTM7,ENSG00000153551,Gene Expression,GRCh38,97,104.0,CMTM7,97
AL360012.1,ENSG00000270103,Gene Expression,GRCh38,252,284.0,AL360012.1,252
AC139887.2,ENSG00000249592,Gene Expression,GRCh38,159,165.0,AC139887.2,159
DNAJB6,ENSG00000105993,Gene Expression,GRCh38,4036,8220.0,DNAJB6,4036
GALNT18,ENSG00000110328,Gene Expression,GRCh38,44,49.0,GALNT18,44
SEPHS1,ENSG00000086475,Gene Expression,GRCh38,753,851.0,SEPHS1,753
PCP4,ENSG00000183036,Gene Expression,GRCh38,24,24.0,PCP4,24
IRS2,ENSG00000185950,Gene Expression,GRCh38,789,989.0,IRS2,789
ESCO2,ENSG00000171320,Gene Expression,GRCh38,27,27.0,ESCO2,27
AC010624.3,ENSG00000269091,Gene Expression,GRCh38,6,6.0,AC010624.3,6
AC240274.1,ENSG00000271254,Gene Expression,GRCh38,1174,1691.0,AC240274.1,1174
CD84,ENSG00000066294,Gene Expression,GRCh38,5,5.0,CD84,5
MLYCD,ENSG00000103150,Gene Expression,GRCh38,344,364.0,MLYCD,344
ZNF827,ENSG00000151612,Gene Expression,GRCh38,329,370.0,ZNF827,329
COTL1,ENSG00000103187,Gene Expression,GRCh38,7291,32150.0,COTL1,7291
ADAT3,ENSG00000213638,Gene Expression,GRCh38,55,55.0,ADAT3,55
PTP4A3,ENSG00000184489,Gene Expression,GRCh38,5,5.0,PTP4A3,5
GPR89B,ENSG00000188092,Gene Expression,GRCh38,227,236.0,GPR89B,227
AC127496.5,ENSG00000262873,Gene Expression,GRCh38,3,3.0,AC127496.5,3
AL356124.1,ENSG00000226149,Gene Expression,GRCh38,3,3.0,AL356124.1,3
PDAP1,ENSG00000106244,Gene Expression,GRCh38,3247,5733.0,PDAP1,3247
RBM17,ENSG00000134453,Gene Expression,GRCh38,2793,4537.0,RBM17,2793
CRYGS,ENSG00000213139,Gene Expression,GRCh38,24,24.0,CRYGS,24
AL049629.2,ENSG00000284969,Gene Expression,GRCh38,62,66.0,AL049629.2,62
ACTRT3,ENSG00000184378,Gene Expression,GRCh38,31,31.0,ACTRT3,31
ZNF141,ENSG00000131127,Gene Expression,GRCh38,158,164.0,ZNF141,158
ITGB3BP,ENSG00000142856,Gene Expression,GRCh38,1053,1236.0,ITGB3BP,1053
YIPF6,ENSG00000181704,Gene Expression,GRCh38,2782,4689.0,YIPF6,2782
NAXD,ENSG00000213995,Gene Expression,GRCh38,849,975.0,NAXD,849
AL355916.1,ENSG00000232774,Gene Expression,GRCh38,56,56.0,AL355916.1,56
PPP4R4,ENSG00000119698,Gene Expression,GRCh38,243,280.0,PPP4R4,243
PEX11B,ENSG00000131779,Gene Expression,GRCh38,605,677.0,PEX11B,605
PI15,ENSG00000137558,Gene Expression,GRCh38,5,5.0,PI15,5
RNASEH2A,ENSG00000104889,Gene Expression,GRCh38,69,70.0,RNASEH2A,69
ETFBKMT,ENSG00000139160,Gene Expression,GRCh38,123,127.0,ETFBKMT,123
SYNC,ENSG00000162520,Gene Expression,GRCh38,694,762.0,SYNC,694
LINC02019,ENSG00000273356,Gene Expression,GRCh38,9,9.0,LINC02019,9
ZNF7,ENSG00000147789,Gene Expression,GRCh38,437,483.0,ZNF7,437
C17orf97,ENSG00000187624,Gene Expression,GRCh38,64,69.0,C17orf97,64
TNNT2,ENSG00000118194,Gene Expression,GRCh38,46,77.0,TNNT2,46
VAC14,ENSG00000103043,Gene Expression,GRCh38,641,703.0,VAC14,641
SLC6A12,ENSG00000111181,Gene Expression,GRCh38,5,5.0,SLC6A12,5
NDUFS8,ENSG00000110717,Gene Expression,GRCh38,2389,4163.0,NDUFS8,2389
CCT6A,ENSG00000146731,Gene Expression,GRCh38,2288,3515.0,CCT6A,2288
C1orf158,ENSG00000157330,Gene Expression,GRCh38,192,218.0,C1orf158,192
AC091849.2,ENSG00000251532,Gene Expression,GRCh38,11,12.0,AC091849.2,11
SCAF8,ENSG00000213079,Gene Expression,GRCh38,640,696.0,SCAF8,640
FAM222B,ENSG00000173065,Gene Expression,GRCh38,1004,1228.0,FAM222B,1004
LSM10,ENSG00000181817,Gene Expression,GRCh38,1164,1564.0,LSM10,1164
LUC7L2,ENSG00000146963,Gene Expression,GRCh38,1468,1777.0,LUC7L2,1468
FYTTD1,ENSG00000122068,Gene Expression,GRCh38,2119,3009.0,FYTTD1,2119
ZNF623,ENSG00000183309,Gene Expression,GRCh38,364,380.0,ZNF623,364
CD320,ENSG00000167775,Gene Expression,GRCh38,1017,1423.0,CD320,1017
TMPO,ENSG00000120802,Gene Expression,GRCh38,935,1147.0,TMPO,935
AC073195.1,ENSG00000271855,Gene Expression,GRCh38,16,16.0,AC073195.1,16
AL162274.1,ENSG00000273521,Gene Expression,GRCh38,20,21.0,AL162274.1,20
TRDN,ENSG00000186439,Gene Expression,GRCh38,219,403.0,TRDN,219
RASAL2,ENSG00000075391,Gene Expression,GRCh38,1623,2259.0,RASAL2,1623
NME5,ENSG00000112981,Gene Expression,GRCh38,10,10.0,NME5,10
OTX1,ENSG00000115507,Gene Expression,GRCh38,113,116.0,OTX1,113
HSD17B12,ENSG00000149084,Gene Expression,GRCh38,1202,1573.0,HSD17B12,1202
LDLRAP1,ENSG00000157978,Gene Expression,GRCh38,433,467.0,LDLRAP1,433
PM20D2,ENSG00000146281,Gene Expression,GRCh38,545,609.0,PM20D2,545
IGFBP6,ENSG00000167779,Gene Expression,GRCh38,17,31.0,IGFBP6,17
AC093462.1,ENSG00000277324,Gene Expression,GRCh38,50,52.0,AC093462.1,50
PXDN,ENSG00000130508,Gene Expression,GRCh38,147,209.0,PXDN,147
ZNF788P,ENSG00000214189,Gene Expression,GRCh38,24,24.0,ZNF788P,24
PCSK7,ENSG00000160613,Gene Expression,GRCh38,2076,3632.0,PCSK7,2076
AC105219.4,ENSG00000254973,Gene Expression,GRCh38,8,8.0,AC105219.4,8
AC020909.2,ENSG00000268518,Gene Expression,GRCh38,4,4.0,AC020909.2,4
PGAM2,ENSG00000164708,Gene Expression,GRCh38,3,3.0,PGAM2,3
AC006116.8,ENSG00000267549,Gene Expression,GRCh38,7,7.0,AC006116.8,7
AC007938.2,ENSG00000270823,Gene Expression,GRCh38,15,16.0,AC007938.2,15
MDS2,ENSG00000197880,Gene Expression,GRCh38,22,22.0,MDS2,22
AQP8,ENSG00000103375,Gene Expression,GRCh38,6,6.0,AQP8,6
LINC01985,ENSG00000227260,Gene Expression,GRCh38,56,63.0,LINC01985,56
ZNF782,ENSG00000196597,Gene Expression,GRCh38,66,67.0,ZNF782,66
AC004257.1,ENSG00000269635,Gene Expression,GRCh38,13,13.0,AC004257.1,13
HIKESHI,ENSG00000149196,Gene Expression,GRCh38,1425,1879.0,HIKESHI,1425
AC007966.1,ENSG00000226747,Gene Expression,GRCh38,6,6.0,AC007966.1,6
TEDC1,ENSG00000185347,Gene Expression,GRCh38,152,166.0,TEDC1,152
AC027237.3,ENSG00000259426,Gene Expression,GRCh38,54,57.0,AC027237.3,54
LINC02542,ENSG00000226453,Gene Expression,GRCh38,98,101.0,LINC02542,98
PCSK6,ENSG00000140479,Gene Expression,GRCh38,3284,7598.0,PCSK6,3284
RBFA,ENSG00000101546,Gene Expression,GRCh38,1306,1693.0,RBFA,1306
SLCO4A1,ENSG00000101187,Gene Expression,GRCh38,4140,16059.0,SLCO4A1,4140
IFI44L,ENSG00000137959,Gene Expression,GRCh38,43,65.0,IFI44L,43
AC008966.2,ENSG00000272123,Gene Expression,GRCh38,4,4.0,AC008966.2,4
PRKDC,ENSG00000253729,Gene Expression,GRCh38,2606,4125.0,PRKDC,2606
MAPK1,ENSG00000100030,Gene Expression,GRCh38,1584,1964.0,MAPK1,1584
C8orf34,ENSG00000165084,Gene Expression,GRCh38,6,6.0,C8orf34,6
AC016722.1,ENSG00000226548,Gene Expression,GRCh38,18,18.0,AC016722.1,18
AC025165.5,ENSG00000270039,Gene Expression,GRCh38,6,6.0,AC025165.5,6
DALRD3,ENSG00000178149,Gene Expression,GRCh38,877,1000.0,DALRD3,877
FARS2,ENSG00000145982,Gene Expression,GRCh38,398,423.0,FARS2,398
AL110115.2,ENSG00000278276,Gene Expression,GRCh38,27,29.0,AL110115.2,27
SERPINE2,ENSG00000135919,Gene Expression,GRCh38,8839,195965.0,SERPINE2,8839
LINC02280,ENSG00000260792,Gene Expression,GRCh38,8,8.0,LINC02280,8
TMEM108,ENSG00000144868,Gene Expression,GRCh38,332,367.0,TMEM108,332
PTAFR,ENSG00000169403,Gene Expression,GRCh38,32,34.0,PTAFR,32
GNPTAB,ENSG00000111670,Gene Expression,GRCh38,1505,2034.0,GNPTAB,1505
CCDC91,ENSG00000123106,Gene Expression,GRCh38,771,849.0,CCDC91,771
SAMD14,ENSG00000167100,Gene Expression,GRCh38,10,10.0,SAMD14,10
RASGRP1,ENSG00000172575,Gene Expression,GRCh38,33,33.0,RASGRP1,33
NPIPB15,ENSG00000196436,Gene Expression,GRCh38,409,499.0,NPIPB15,409
ZFYVE21,ENSG00000100711,Gene Expression,GRCh38,1416,1840.0,ZFYVE21,1416
HCG11,ENSG00000228223,Gene Expression,GRCh38,238,247.0,HCG11,238
TOM1L1,ENSG00000141198,Gene Expression,GRCh38,111,119.0,TOM1L1,111
RNF113A,ENSG00000125352,Gene Expression,GRCh38,684,760.0,RNF113A,684
INTS6L,ENSG00000165359,Gene Expression,GRCh38,29,30.0,INTS6L,29
ISL1,ENSG00000016082,Gene Expression,GRCh38,46,50.0,ISL1,46
NOC2L,ENSG00000188976,Gene Expression,GRCh38,1182,1395.0,NOC2L,1182
ZNF622,ENSG00000173545,Gene Expression,GRCh38,1463,1852.0,ZNF622,1463
FBLN7,ENSG00000144152,Gene Expression,GRCh38,219,234.0,FBLN7,219
GRID1,ENSG00000182771,Gene Expression,GRCh38,5,5.0,GRID1,5
RPGRIP1,ENSG00000092200,Gene Expression,GRCh38,33,35.0,RPGRIP1,33
ZNF81,ENSG00000197779,Gene Expression,GRCh38,89,93.0,ZNF81,89
ENO1-AS1,ENSG00000230679,Gene Expression,GRCh38,21,21.0,ENO1-AS1,21
SMIM18,ENSG00000253457,Gene Expression,GRCh38,3,3.0,SMIM18,3
DIAPH3,ENSG00000139734,Gene Expression,GRCh38,326,453.0,DIAPH3,326
AC013472.3,ENSG00000272056,Gene Expression,GRCh38,8,8.0,AC013472.3,8
GTF2H5,ENSG00000272047,Gene Expression,GRCh38,2245,3582.0,GTF2H5,2245
PRPF40B,ENSG00000110844,Gene Expression,GRCh38,992,1132.0,PRPF40B,992
RHOT2,ENSG00000140983,Gene Expression,GRCh38,1512,1868.0,RHOT2,1512
CES5A,ENSG00000159398,Gene Expression,GRCh38,6,6.0,CES5A,6
NUDT21,ENSG00000167005,Gene Expression,GRCh38,1328,1591.0,NUDT21,1328
LGALSL,ENSG00000119862,Gene Expression,GRCh38,342,490.0,LGALSL,342
SYNM,ENSG00000182253,Gene Expression,GRCh38,70,76.0,SYNM,70
AL359693.1,ENSG00000277797,Gene Expression,GRCh38,3,3.0,AL359693.1,3
POLR3G,ENSG00000113356,Gene Expression,GRCh38,52,58.0,POLR3G,52
PSTK,ENSG00000179988,Gene Expression,GRCh38,135,139.0,PSTK,135
LINC01252,ENSG00000247157,Gene Expression,GRCh38,39,42.0,LINC01252,39
AL117336.3,ENSG00000271335,Gene Expression,GRCh38,56,60.0,AL117336.3,56
FFAR4,ENSG00000186188,Gene Expression,GRCh38,13,13.0,FFAR4,13
PKNOX1,ENSG00000160199,Gene Expression,GRCh38,1057,1251.0,PKNOX1,1057
LINC00106,ENSG00000236871,Gene Expression,GRCh38,5,5.0,LINC00106,5
FUT4,ENSG00000196371,Gene Expression,GRCh38,125,129.0,FUT4,125
SF3B1,ENSG00000115524,Gene Expression,GRCh38,3467,5776.0,SF3B1,3467
SPTSSA,ENSG00000165389,Gene Expression,GRCh38,2780,5480.0,SPTSSA,2780
POLR2D,ENSG00000144231,Gene Expression,GRCh38,650,720.0,POLR2D,650
DNAH1,ENSG00000114841,Gene Expression,GRCh38,35,37.0,DNAH1,35
NUTM2E,ENSG00000228570,Gene Expression,GRCh38,3,3.0,NUTM2E,3
AC132938.3,ENSG00000265458,Gene Expression,GRCh38,4,4.0,AC132938.3,4
AC008770.1,ENSG00000257355,Gene Expression,GRCh38,10,10.0,AC008770.1,10
ZNF692,ENSG00000171163,Gene Expression,GRCh38,598,655.0,ZNF692,598
NEURL3,ENSG00000163121,Gene Expression,GRCh38,7,7.0,NEURL3,7
NKAPL,ENSG00000189134,Gene Expression,GRCh38,7,7.0,NKAPL,7
LINC01895,ENSG00000259256,Gene Expression,GRCh38,10,10.0,LINC01895,10
PTN,ENSG00000105894,Gene Expression,GRCh38,4046,11312.0,PTN,4046
EFNB2,ENSG00000125266,Gene Expression,GRCh38,539,705.0,EFNB2,539
NUDC,ENSG00000090273,Gene Expression,GRCh38,2706,4144.0,NUDC,2706
IFFO2,ENSG00000169991,Gene Expression,GRCh38,297,328.0,IFFO2,297
AK6,ENSG00000085231,Gene Expression,GRCh38,980,1115.0,AK6,980
NDUFA12,ENSG00000184752,Gene Expression,GRCh38,2823,4748.0,NDUFA12,2823
KIDINS220,ENSG00000134313,Gene Expression,GRCh38,1553,2021.0,KIDINS220,1553
AC004584.1,ENSG00000262298,Gene Expression,GRCh38,3,3.0,AC004584.1,3
EHHADH,ENSG00000113790,Gene Expression,GRCh38,182,188.0,EHHADH,182
AL449266.1,ENSG00000274068,Gene Expression,GRCh38,30,30.0,AL449266.1,30
AL109613.1,ENSG00000224093,Gene Expression,GRCh38,16,16.0,AL109613.1,16
SRSF2,ENSG00000161547,Gene Expression,GRCh38,4539,12009.0,SRSF2,4539
ISG15,ENSG00000187608,Gene Expression,GRCh38,6280,33293.0,ISG15,6280
LINC02066,ENSG00000241151,Gene Expression,GRCh38,4,4.0,LINC02066,4
LINC00843,ENSG00000178440,Gene Expression,GRCh38,9,9.0,LINC00843,9
SMARCC2,ENSG00000139613,Gene Expression,GRCh38,1000,1163.0,SMARCC2,1000
ANXA7,ENSG00000138279,Gene Expression,GRCh38,2802,4465.0,ANXA7,2802
LINC02001,ENSG00000267321,Gene Expression,GRCh38,263,280.0,LINC02001,263
RYK,ENSG00000163785,Gene Expression,GRCh38,1716,2267.0,RYK,1716
AC112178.1,ENSG00000249803,Gene Expression,GRCh38,30,30.0,AC112178.1,30
MMP19,ENSG00000123342,Gene Expression,GRCh38,1732,3091.0,MMP19,1732
ATXN1,ENSG00000124788,Gene Expression,GRCh38,1031,1305.0,ATXN1,1031
SURF1,ENSG00000148290,Gene Expression,GRCh38,1562,2183.0,SURF1,1562
SH2B2,ENSG00000160999,Gene Expression,GRCh38,1178,1474.0,SH2B2,1178
HIPK1,ENSG00000163349,Gene Expression,GRCh38,1279,1568.0,HIPK1,1279
DDX23,ENSG00000174243,Gene Expression,GRCh38,1277,1530.0,DDX23,1277
NAPB,ENSG00000125814,Gene Expression,GRCh38,691,764.0,NAPB,691
CCDC9B,ENSG00000188549,Gene Expression,GRCh38,4,4.0,CCDC9B,4
GSEC,ENSG00000280832,Gene Expression,GRCh38,176,194.0,GSEC,176
MARC2,ENSG00000117791,Gene Expression,GRCh38,127,132.0,MARC2,127
RBP4,ENSG00000138207,Gene Expression,GRCh38,4,4.0,RBP4,4
CCDC110,ENSG00000168491,Gene Expression,GRCh38,5,5.0,CCDC110,5
DGCR6,ENSG00000183628,Gene Expression,GRCh38,128,133.0,DGCR6,128
TSSC4,ENSG00000184281,Gene Expression,GRCh38,999,1179.0,TSSC4,999
IFT27,ENSG00000100360,Gene Expression,GRCh38,814,986.0,IFT27,814
AC005330.1,ENSG00000267372,Gene Expression,GRCh38,12,12.0,AC005330.1,12
