uniprot	Entry	gene_name
Q6UXH9	PAMR1_HUMAN	PAMR1
Q9H0G5	NSRP1_HUMAN	NSRP1
P03915	NU5M_HUMAN	MT-ND5
Q9Y5Y2	NUBP2_HUMAN	NUBP2
Q9Y266	NUDC_HUMAN	NUDC
A6NGQ2	OOEP_HUMAN	OOEP
Q86WS3	OOSP2_HUMAN	OOSP2
Q9P0S3	ORML1_HUMAN	ORMDL1
Q9HC10	OTOF_HUMAN	OTOF
Q7RTM1	OTOP1_HUMAN	OTOP1
Q8NHW6	OTOSP_HUMAN	OTOS
Q12889	OVGP1_HUMAN	OVGP1
Q6IE37	OVOS1_HUMAN	OVOS1
Q99489	OXDD_HUMAN	DDO
Q9NWU1	OXSM_HUMAN	OXSM
O95747	OXSR1_HUMAN	OXSR1
A6NNC1	P12LL_HUMAN	
P0DMB1	P23D2_HUMAN	PRR23D2
Q9HC29	NOD2_HUMAN	NOD2
O94818	NOL4_HUMAN	NOL4
Q9NZM5	NOP53_HUMAN	NOP53
O60287	NPA1P_HUMAN	URB1
Q14207	NPAT_HUMAN	NPAT
P48146	NPBW2_HUMAN	NPBWR2
Q9BY65	NPCR1_HUMAN	NPCDR1
Q9GZQ6	NPFF1_HUMAN	NPFFR1
Q9Y5X5	NPFF2_HUMAN	NPFFR2
O15259	NPHP1_HUMAN	NPHP1
Q9UND3	NPIA1_HUMAN	NPIPA1
E9PJ23	NPIB6_HUMAN	NPIPB6
O75607	NPM3_HUMAN	NPM3
Q15466	NR0B2_HUMAN	NR0B2
P13056	NR2C1_HUMAN	NR2C1
P49116	NR2C2_HUMAN	NR2C2
Q9Y466	NR2E1_HUMAN	NR2E1
Q9Y5X4	NR2E3_HUMAN	NR2E3
Q68D85	NR3L1_HUMAN	NCR3LG1
Q16656	NRF1_HUMAN	NRF1
O14511	NRG2_HUMAN	NRG2
Q9NQ35	NRIP3_HUMAN	NRIP3
Q8WV22	NSE1_HUMAN	NSMCE1
Q9NPB1	NT5M_HUMAN	NT5M
Q9BQG2	NUD12_HUMAN	NUDT12
Q6ZVK8	NUD18_HUMAN	NUDT18
Q8TCB7	METL6_HUMAN	METTL6
Q5U5Q3	MEX3C_HUMAN	MEX3C
Q14CX5	MF13A_HUMAN	MFSD13A
Q5SR56	MF14B_HUMAN	MFSD14B
P55081	MFAP1_HUMAN	MFAP1
O00587	MFNG_HUMAN	MFNG
O60291	MGRN1_HUMAN	MGRN1
Q96NR2	MHAS1_HUMAN	MIR1-1HG-AS1
Q16674	MIA_HUMAN	MIA
Q86YT6	MIB1_HUMAN	MIB1
Q5TGZ0	MIC10_HUMAN	MINOS1
Q16891	MIC60_HUMAN	IMMT
Q8IXI2	MIRO1_HUMAN	RHOT1
Q96FF7	MISP3_HUMAN	MISP3
Q8IVT2	MISP_HUMAN	MISP
O75030	MITF_HUMAN	MITF
Q16539	MK14_HUMAN	MAPK14
Q8IYA7	MKX_HUMAN	MKX
P19105	ML12A_HUMAN	MYL12A
P41218	MNDA_HUMAN	MNDA
P50219	MNX1_HUMAN	MNX1
Q6Q8B3	MO2R2_HUMAN	CD200R1L
Q9UBU8	MO4L1_HUMAN	MORF4L1
Q70IA6	MOB2_HUMAN	MOB2
P26038	MOES_HUMAN	MSN
Q9HD47	MOG1_HUMAN	RANGRF
Q16653	MOG_HUMAN	MOG
Q9Y6X9	MORC2_HUMAN	MORC2
Q8TE76	MORC4_HUMAN	MORC4
P12872	MOTI_HUMAN	MLN
Q9HCE1	MOV10_HUMAN	MOV10
P46734	MP2K3_HUMAN	MAP2K3
A6NCE7	MP3B2_HUMAN	MAP1LC3B2
P0DKB6	MPC1L_HUMAN	MPC1L
O75970	MPDZ_HUMAN	MPDZ
Q15777	MPPD2_HUMAN	MPPED2
O95297	MPZL1_HUMAN	MPZL1
Q6UWV2	MPZL3_HUMAN	MPZL3
Q96G30	MRAP2_HUMAN	MRAP2
Q9HD23	MRS2_HUMAN	MRS2
P20585	MSH3_HUMAN	MSH3
O15457	MSH4_HUMAN	MSH4
Q68DK7	MSL1_HUMAN	MSL1
Q9BY79	MFRP_HUMAN	MFRP
Q96ES6	MFSD3_HUMAN	MFSD3
Q86V88	MGDP1_HUMAN	MDP1
Q7L4E1	MIGA2_HUMAN	MIGA2
Q8IY33	MILK2_HUMAN	MICALL2
Q99797	MIPEP_HUMAN	MIPEP
P03971	MIS_HUMAN	AMH
P31152	MK04_HUMAN	MAPK4
Q16659	MK06_HUMAN	MAPK6
Q969V6	MKL1_HUMAN	MKL1
Q9BUB5	MKNK1_HUMAN	MKNK1
Q9HBH9	MKNK2_HUMAN	MKNK2
Q9UHC7	MKRN1_HUMAN	MKRN1
Q9H000	MKRN2_HUMAN	MKRN2
H3BPM6	MKROS_HUMAN	MKRN2OS
A6NHM9	MOXD2_HUMAN	MOXD2P
P52564	MP2K6_HUMAN	MAP2K6
O14733	MP2K7_HUMAN	MAP2K7
Q2M3A8	MRAS1_HUMAN	MRGPRG-AS1
P22897	MRC1_HUMAN	MRC1
A6NES4	MRO2A_HUMAN	MROH2A
Q8NDA8	MROH1_HUMAN	MROH1
Q68CQ1	MROH7_HUMAN	MROH7
Q92887	MRP2_HUMAN	ABCC2
O15439	MRP4_HUMAN	ABCC4
Q5T3U5	MRP7_HUMAN	ABCC10
Q96J65	MRP9_HUMAN	ABCC12
P49006	MRP_HUMAN	MARCKSL1
Q9UQ53	MGT4B_HUMAN	MGAT4B
Q6UXV4	MIC27_HUMAN	APOOL
Q29983	MICA_HUMAN	MICA
Q9BPX6	MICU1_HUMAN	MICU1
Q9NQG6	MID51_HUMAN	MIEF1
Q504T8	MIDN_HUMAN	MIDN
Q8N108	MIER1_HUMAN	MIER1
Q8NAN2	MIGA1_HUMAN	MIGA1
Q13434	MKRN4_HUMAN	MKRN4P
P21741	MK_HUMAN	MDK
Q9BXW4	MLP3C_HUMAN	MAP1LC3C
Q9NP71	MLXPL_HUMAN	MLXIPL
Q8N4V1	MMGT1_HUMAN	MMGT1
P09238	MMP10_HUMAN	MMP10
P39900	MMP12_HUMAN	MMP12
P45452	MMP13_HUMAN	MMP13
Q9ULZ9	MMP17_HUMAN	MMP17
Q99542	MMP19_HUMAN	MMP19
Q8N119	MMP21_HUMAN	MMP21
Q9H306	MMP27_HUMAN	MMP27
P14780	MMP9_HUMAN	MMP9
Q8NEH6	MNS1_HUMAN	MNS1
Q8TD46	MO2R1_HUMAN	CD200R1
Q9NZL9	MAT2B_HUMAN	MAT2B
A0A1B0GVZ6	MB3LB_HUMAN	MBD3L2B
Q5U623	MCAF2_HUMAN	ATF7IP2
Q9HCC0	MCCB_HUMAN	MCCC2
Q96PE7	MCEE_HUMAN	MCEE
O15068	MCF2L_HUMAN	MCF2L
Q16048	MCHL1_HUMAN	PMCHL1
Q9BQD1	MCHL2_HUMAN	PMCHL2
Q99705	MCHR1_HUMAN	MCHR1
Q07820	MCL1_HUMAN	MCL1
Q9GZU1	MCLN1_HUMAN	MCOLN1
Q9NXL9	MCM9_HUMAN	MCM9
Q6DN14	MCTP1_HUMAN	MCTP1
Q6DN12	MCTP2_HUMAN	MCTP2
Q13257	MD2L1_HUMAN	MAD2L1
Q9P1T7	MDFIC_HUMAN	MDFIC
Q8TC05	MDM1_HUMAN	MDM1
O15151	MDM4_HUMAN	MDM4
Q9NVC6	MED17_HUMAN	MED17
Q9BUE0	MED18_HUMAN	MED18
Q9BQA1	MEP50_HUMAN	WDR77
Q7L2J0	MEPCE_HUMAN	MEPCE
Q9H9K5	MER34_HUMAN	ERVMER34-1
P35240	MERL_HUMAN	NF2
Q0VG99	MESP2_HUMAN	MESP2
A8MUP2	MET12_HUMAN	CSKMT
Q8N6F8	MET27_HUMAN	METTL27
Q5VZR4	MF14C_HUMAN	MFSD14C
Q86YR7	MF2L2_HUMAN	MCF2L2
O95140	MFN2_HUMAN	MFN2
Q538Z0	LUZP6_HUMAN	LUZP6
A0A0B4J1U3	LV136_HUMAN	IGLV1-36
P01699	LV144_HUMAN	IGLV1-44
P01701	LV151_HUMAN	IGLV1-51
P01709	LV208_HUMAN	IGLV2-8
P01704	LV214_HUMAN	IGLV2-14
P01715	LV301_HUMAN	IGLV3-1
P01714	LV319_HUMAN	IGLV3-19
P01717	LV325_HUMAN	IGLV3-25
A0A075B6H9	LV469_HUMAN	IGLV4-69
A0A0A0MRZ9	LV552_HUMAN	IGLV5-52
P01721	LV657_HUMAN	IGLV6-57
Q9BS40	LXN_HUMAN	LXN
O94772	LY6H_HUMAN	LY6H
O60449	LY75_HUMAN	LY75
Q9Y6Y9	LY96_HUMAN	LY96
P10253	LYAG_HUMAN	GAA
P16581	LYAM2_HUMAN	SELE
P16109	LYAM3_HUMAN	SELP
O95372	LYPA2_HUMAN	LYPLA2
Q86Y78	LYPD6_HUMAN	LYPD6
Q86UE4	LYRIC_HUMAN	MTDH
P61626	LYSC_HUMAN	LYZ
Q99558	M3K14_HUMAN	MAP3K14
Q56UN5	M3K19_HUMAN	MAP3K19
Q99683	M3K5_HUMAN	MAP3K5
Q96JA4	M4A14_HUMAN	MS4A14
Q3C1V0	M4A18_HUMAN	MS4A18
Q92918	M4K1_HUMAN	MAP4K1
O95819	M4K4_HUMAN	MAP4K4
Q96T17	MA7D2_HUMAN	MAP7D2
Q9BQ69	MACD1_HUMAN	MACROD1
Q9UPN3	MACF1_HUMAN	MACF1
O60675	MAFK_HUMAN	MAFK
O75444	MAF_HUMAN	MAF
P43355	MAGA1_HUMAN	MAGEA1
Q3KP22	MAJIN_HUMAN	MAJIN
Q9BXY0	MAK16_HUMAN	MAK16
Q5VSG8	MANEL_HUMAN	MANEAL
Q9H8J5	MANS1_HUMAN	MANSC1
Q16798	MAON_HUMAN	ME3
P78559	MAP1A_HUMAN	MAP1A
Q14244	MAP7_HUMAN	MAP7
P49137	MAPK2_HUMAN	MAPKAPK2
Q15555	MARE2_HUMAN	MAPRE2
Q9UPY8	MARE3_HUMAN	MAPRE3
Q9P0L2	MARK1_HUMAN	MARK1
Q7KZI7	MARK2_HUMAN	MARK2
P27448	MARK3_HUMAN	MARK3
O00187	MASP2_HUMAN	MASP2
Q9Y2H9	MAST1_HUMAN	MAST1
O15021	MAST4_HUMAN	MAST4
P51948	MAT1_HUMAN	MNAT1
Q8N8X9	MB213_HUMAN	MAB21L3
A6NDZ8	MB3L4_HUMAN	MBD3L4
Q9BQG0	MBB1A_HUMAN	MYBBP1A
Q9UIS9	MBD1_HUMAN	MBD1
Q9P267	MBD5_HUMAN	MBD5
Q9NS73	MBIP1_HUMAN	MBIP
Q68D91	MBLC2_HUMAN	MBLAC2
Q9NUK0	MBNL3_HUMAN	MBNL3
Q6ZNC8	MBOA1_HUMAN	MBOAT1
Q96N66	MBOA7_HUMAN	MBOAT7
A2RUH7	MBPHL_HUMAN	MYBPHL
O43324	MCA3_HUMAN	EEF1E1
A8K0S8	ME3L2_HUMAN	MEIS3P2
P20794	MAK_HUMAN	MAK
Q969L2	MAL2_HUMAN	MAL2
Q13021	MALL_HUMAN	MALL
P27816	MAP4_HUMAN	MAP4
Q8IW41	MAPK5_HUMAN	MAPKAPK5
Q9NX47	MARH5_HUMAN	MARCH5
A6NNE9	MARHB_HUMAN	MARCH11
Q8WWY6	MB3L1_HUMAN	MBD3L1
Q6P1A2	MBOA5_HUMAN	LPCAT3
P41968	MC3R_HUMAN	MC3R
Q8IZK6	MCLN2_HUMAN	MCOLN2
Q9UJA3	MCM8_HUMAN	MCM8
Q86YW9	MD12L_HUMAN	MED12L
P40925	MDHC_HUMAN	MDH1
P51608	MECP2_HUMAN	MECP2
Q9P086	MED11_HUMAN	MED11
Q16819	MEP1A_HUMAN	MEP1A
Q16820	MEP1B_HUMAN	MEP1B
Q14696	MESD_HUMAN	MESD
Q9BRJ9	MESP1_HUMAN	MESP1
Q5EB52	MEST_HUMAN	MEST
Q8N6R0	MET13_HUMAN	METTL13
A6NJ78	MET15_HUMAN	METTL15
Q9Y3C7	MED31_HUMAN	MED31
Q02078	MEF2A_HUMAN	MEF2A
A8MW99	MEI4_HUMAN	MEI4
Q14680	MELK_HUMAN	MELK
Q00266	METK1_HUMAN	MAT1A
P31153	METK2_HUMAN	MAT2A
Q641Q3	METRL_HUMAN	METRNL
Q96MC6	MF14A_HUMAN	MFSD14A
Q08431	MFGM_HUMAN	MFGE8
Q9Y4C4	MFHA1_HUMAN	MFHAS1
Q8IWA4	MFN1_HUMAN	MFN1
Q2M2H8	MGAL_HUMAN	MGAM2
Q96A72	MGN2_HUMAN	MAGOHB
O14880	MGST3_HUMAN	MGST3
A6NG13	MGT4D_HUMAN	MGAT4D
Q9H1L0	MI1HG_HUMAN	MIR1-1HG
A9UHW6	MI4GD_HUMAN	MIF4GD
Q8N4Q1	MIA40_HUMAN	CHCHD4
Q86XE3	MICU3_HUMAN	MICU3
Q7Z6M3	MILR1_HUMAN	MILR1
Q9NPJ1	MKKS_HUMAN	MKKS
Q9ULH7	MKL2_HUMAN	MKL2
Q15528	MED22_HUMAN	MED22
O95402	MED26_HUMAN	MED26
Q6P2C8	MED27_HUMAN	MED27
Q9NPJ6	MED4_HUMAN	MED4
Q96G25	MED8_HUMAN	MED8
Q14814	MEF2D_HUMAN	MEF2D
A0A087WXM9	MEIKN_HUMAN	MEIKIN
Q8N635	MEIOB_HUMAN	MEIOB
A2RUB1	MEIOC_HUMAN	MEIOC
O14770	MEIS2_HUMAN	MEIS2
Q14D04	MELT_HUMAN	VEPH1
Q9BUN1	MENT_HUMAN	MENT
P50221	MEOX1_HUMAN	MEOX1
P50222	MEOX2_HUMAN	MEOX2
Q9HCE5	MET14_HUMAN	METTL14
Q86W50	MET16_HUMAN	METTL16
Q5JXM2	MET24_HUMAN	METTL24
Q99707	METH_HUMAN	MTR
P16455	MGMT_HUMAN	MGMT
P61326	MGN_HUMAN	MAGOH
P08493	MGP_HUMAN	MGP
Q99735	MGST2_HUMAN	MGST2
Q3V5L5	MGT5B_HUMAN	MGAT5B
Q5JXC2	MIIP_HUMAN	MIIP
Q8N3F8	MILK1_HUMAN	MICALL1
Q8NBR6	MINY2_HUMAN	MINDY2
P28482	MK01_HUMAN	MAPK1
Q9UL63	MKLN1_HUMAN	MKLN1
Q13064	MKRN3_HUMAN	MKRN3
P0DMT0	MLN_HUMAN	MRLN
Q6ZRQ5	MMS22_HUMAN	MMS22L
Q02252	MMSA_HUMAN	ALDH6A1
A6NJ08	MB3L5_HUMAN	MBD3L5
O95983	MBD3_HUMAN	MBD3
P11226	MBL2_HUMAN	MBL2
A4D2B0	MBLC1_HUMAN	MBLAC1
Q96T53	MBOA4_HUMAN	MBOAT4
Q6VMQ6	MCAF1_HUMAN	ATF7IP
Q96RQ3	MCCA_HUMAN	MCCC1
O60942	MCE1_HUMAN	RNGTT
P10911	MCF2_HUMAN	MCF2
Q8NEM0	MCPH1_HUMAN	MCPH1
P15529	MCP_HUMAN	CD46
Q9BUT9	MCRI2_HUMAN	MCRIP2
P08235	MCR_HUMAN	NR3C2
Q9NWR8	MCUB_HUMAN	MCUB
Q96AQ8	MCUR1_HUMAN	MCUR1
Q8NE86	MCU_HUMAN	MCU
Q15013	MD2BP_HUMAN	MAD2L1BP
Q99750	MDFI_HUMAN	MDFI
Q8NFP4	MDGA1_HUMAN	MDGA1
Q7Z553	MDGA2_HUMAN	MDGA2
P40926	MDHM_HUMAN	MDH2
Q16626	MEA1_HUMAN	MEA1
Q9UHV7	MED13_HUMAN	MED13
Q96RN5	MED15_HUMAN	MED15
Q9H944	MED20_HUMAN	MED20
Q96KG7	MEG10_HUMAN	MEGF10
Q9BV36	MELPH_HUMAN	MLPH
Q9Y316	MEMO1_HUMAN	MEMO1
Q12866	MERTK_HUMAN	MERTK
Q9H7H0	MET17_HUMAN	METTL17
O95568	MET18_HUMAN	METTL18
Q9BUU2	MET22_HUMAN	METTL22
Q86XA0	MET23_HUMAN	METTL23
Q8IVF2	AHNK2_HUMAN	AHNAK2
Q09666	AHNK_HUMAN	AHNAK
Q719I0	AHSA2_HUMAN	AHSA2P
Q9GZX7	AICDA_HUMAN	AICDA
Q96BJ3	AIDA_HUMAN	AIDA
Q96NN9	AIFM3_HUMAN	AIFM3
Q9NVV5	AIG1_HUMAN	AIG1
O14862	AIM2_HUMAN	AIM2
Q13155	AIMP2_HUMAN	AIMP2
O43918	AIRE_HUMAN	AIRE
O43572	AKA10_HUMAN	AKAP10
Q9UKA4	AKA11_HUMAN	AKAP11
Q02952	AKA12_HUMAN	AKAP12
O43687	AKA7A_HUMAN	AKAP7
P24588	AKAP5_HUMAN	AKAP5
Q13023	AKAP6_HUMAN	AKAP6
Q99996	AKAP9_HUMAN	AKAP9
Q9NQ31	AKIP1_HUMAN	AKIP1
P09972	ALDOC_HUMAN	ALDOC
P84996	ALEX_HUMAN	GNAS
Q9NP73	ALG13_HUMAN	ALG13
Q9BT22	ALG1_HUMAN	ALG1
Q6NS38	ALKB2_HUMAN	ALKBH2
Q96BT7	ALKB8_HUMAN	ALKBH8
Q16671	AMHR2_HUMAN	AMHR2
Q01432	AMPD3_HUMAN	AMPD3
P10275	ANDR_HUMAN	AR
Q9UNK9	ANGE1_HUMAN	ANGEL1
P03950	ANGI_HUMAN	ANG
Q86XS5	ANGL5_HUMAN	ANGPTL5
Q9Y264	ANGP4_HUMAN	ANGPT4
P01019	ANGT_HUMAN	AGT
P20594	ANPRB_HUMAN	NPR2
Q9NXR5	ANR10_HUMAN	ANKRD10
Q9H560	ANR19_HUMAN	ANKRD19P
Q8N8V4	ANS4B_HUMAN	ANKS4B
P12429	ANXA3_HUMAN	ANXA3
Q63HQ0	AP1AR_HUMAN	AP1AR
O43747	AP1G1_HUMAN	AP1G1
P61966	AP1S1_HUMAN	AP1S1
O94973	AP2A2_HUMAN	AP2A2
P63010	AP2B1_HUMAN	AP2B1
Q7Z6R9	AP2D_HUMAN	TFAP2D
Q9H1A4	APC1_HUMAN	ANAPC1
Q9UJX3	APC7_HUMAN	ANAPC7
P02652	APOA2_HUMAN	APOA2
P05090	APOD_HUMAN	APOD
Q7Z6V5	ADAT2_HUMAN	ADAT2
Q96EY9	ADAT3_HUMAN	ADAT3
Q86TW2	ADCK1_HUMAN	ADCK1
Q3MIX3	ADCK5_HUMAN	ADCK5
Q5VUY0	ADCL3_HUMAN	AADACL3
O95622	ADCY5_HUMAN	ADCY5
P51828	ADCY7_HUMAN	ADCY7
Q8N7X0	ADGB_HUMAN	ADGB
Q0VDE8	ADIG_HUMAN	ADIG
Q9Y2D8	ADIP_HUMAN	SSX2IP
Q6ZN18	AEBP2_HUMAN	AEBP2
Q5VTM2	AGAP9_HUMAN	AGAP9
O95081	AGFG2_HUMAN	AGFG2
Q9H0P7	AGIT1_HUMAN	AGPAT4-IT1
Q9H9G7	AGO3_HUMAN	AGO3
Q86SQ6	AGRA1_HUMAN	ADGRA1
Q16352	AINX_HUMAN	INA
Q9NWT8	AKIP_HUMAN	AURKAIP1
Q5T1N1	AKND1_HUMAN	AKNAD1
Q3SY69	AL1L2_HUMAN	ALDH1L2
Q9BV10	ALG12_HUMAN	ALG12
Q9H6U8	ALG9_HUMAN	ALG9
Q3KRA9	ALKB6_HUMAN	ALKBH6
Q86TB3	ALPK2_HUMAN	ALPK2
O95076	ALX3_HUMAN	ALX3
Q86WK6	AMGO1_HUMAN	AMIGO1
Q86WK7	AMGO3_HUMAN	AMIGO3
Q9BXJ7	AMNLS_HUMAN	AMN
Q9Y2J4	AMOL2_HUMAN	AMOTL2
Q4VCS5	AMOT_HUMAN	AMOT
P35612	ADDB_HUMAN	ADD2
Q6IQ32	ADNP2_HUMAN	ADNP2
P54922	ADPRH_HUMAN	ADPRH
Q9H0C2	ADT4_HUMAN	SLC25A31
Q96SZ5	AEDO_HUMAN	ADO
Q8WTP8	AEN_HUMAN	AEN
Q9Y4W6	AFG32_HUMAN	AFG3L2
C9J202	AG1L2_HUMAN	ALG1L2
P06280	AGAL_HUMAN	GLA
Q9UPQ3	AGAP1_HUMAN	AGAP1
Q99490	AGAP2_HUMAN	AGAP2
Q96P64	AGAP4_HUMAN	AGAP4
Q5VUJ5	AGAP7_HUMAN	AGAP7P
P52594	AGFG1_HUMAN	AGFG1
Q9UKV8	AGO2_HUMAN	AGO2
O95994	AGR2_HUMAN	AGR2
O14514	AGRB1_HUMAN	ADGRB1
O60242	AGRB3_HUMAN	ADGRB3
Q6QNK2	AGRD1_HUMAN	ADGRD1
Q9UHX3	AGRE2_HUMAN	ADGRE2
Q8IZF3	AGRF4_HUMAN	ADGRF4
Q8IZF2	AGRF5_HUMAN	ADGRF5
Q8IZF6	AGRG4_HUMAN	ADGRG4
Q8IZF4	AGRG5_HUMAN	ADGRG5
Q86SQ4	AGRG6_HUMAN	ADGRG6
O00468	AGRIN_HUMAN	AGRN
O95490	AGRL2_HUMAN	ADGRL2
Q9HAR2	AGRL3_HUMAN	ADGRL3
Q5TGY3	AHDC1_HUMAN	AHDC1
A9YTQ3	AHRR_HUMAN	AHRR
Q96IF1	AJUBA_HUMAN	AJUBA
P17516	AK1C4_HUMAN	AKR1C4
P0CW23	AKAI1_HUMAN	AKAIN1
Q5JQC9	AKAP4_HUMAN	AKAP4
Q96JD6	AKCL2_HUMAN	AKR1E2
A6NHY2	AKD1B_HUMAN	ANKDD1B
Q9ULX6	AKP8L_HUMAN	AKAP8L
Q9Y243	AKT3_HUMAN	AKT3
Q9H8T0	AKTIP_HUMAN	AKTIP
O94788	AL1A2_HUMAN	ALDH1A2
P47895	AL1A3_HUMAN	ALDH1A3
O75891	AL1L1_HUMAN	ALDH1L1
P51648	AL3A2_HUMAN	ALDH3A2
P43353	AL3B1_HUMAN	ALDH3B1
P15121	ALDR_HUMAN	AKR1B1
Q96L96	ALPK3_HUMAN	ALPK3
Q9UEY8	ADDG_HUMAN	ADD3
P07327	ADH1A_HUMAN	ADH1A
P00325	ADH1B_HUMAN	ADH1B
P00326	ADH1G_HUMAN	ADH1C
P08319	ADH4_HUMAN	ADH4
C9JUS6	ADM5_HUMAN	ADM5
P13945	ADRB3_HUMAN	ADRB3
P22570	ADRO_HUMAN	FDXR
P05141	ADT2_HUMAN	SLC25A5
Q8IUX7	AEBP1_HUMAN	AEBP1
P42568	AF9_HUMAN	MLLT3
Q5I7T1	AG10B_HUMAN	ALG10B
Q8TF27	AGA11_HUMAN	AGAP11
Q96P47	AGAP3_HUMAN	AGAP3
Q53H12	AGK_HUMAN	AGK
O95394	AGM1_HUMAN	PGM3
Q9Y672	ALG6_HUMAN	ALG6
Q6UXT8	ALKL1_HUMAN	ALKAL1
Q8N944	AMER3_HUMAN	AMER3
Q9UKV5	AMFR_HUMAN	AMFR
Q8IY45	AMN1_HUMAN	AMN1
Q8IY63	AMOL1_HUMAN	AMOTL1
Q9NVM4	ANM7_HUMAN	PRMT7
Q9NR22	ANM8_HUMAN	PRMT8
Q92481	AP2B_HUMAN	TFAP2B
Q13367	AP3B2_HUMAN	AP3B2
Q96N21	AP4AT_HUMAN	TEPSIN
Q9NUS5	AP5S1_HUMAN	AP5S1
Q9BQI0	AIF1L_HUMAN	AIF1L
P55008	AIF1_HUMAN	AIF1
Q9BRQ8	AIFM2_HUMAN	AIFM2
Q12904	AIMP1_HUMAN	AIMP1
Q96F25	ALG14_HUMAN	ALG14
Q9H553	ALG2_HUMAN	ALG2
Q92685	ALG3_HUMAN	ALG3
Q9Y673	ALG5_HUMAN	ALG5
Q9BVK2	ALG8_HUMAN	ALG8
Q96Q42	ALS2_HUMAN	ALS2
Q8NI99	ANGL6_HUMAN	ANGPTL6
Q15389	ANGP1_HUMAN	ANGPT1
P16157	ANK1_HUMAN	ANK1
Q15327	ANKR1_HUMAN	ANKRD1
Q9GZV1	ANKR2_HUMAN	ANKRD2
Q6ZW76	ANKS3_HUMAN	ANKS3
Q9P2S6	ANKY1_HUMAN	ANKMY1
Q6P2P2	ANM9_HUMAN	PRMT9
Q6UB99	ANR11_HUMAN	ANKRD11
O75179	ANR17_HUMAN	ANKRD17
Q86SG2	ANR23_HUMAN	ANKRD23
P01008	ANT3_HUMAN	SERPINC1
Q9H6X2	ANTR1_HUMAN	ANTXR1
P09525	ANXA4_HUMAN	ANXA4
P28039	AOAH_HUMAN	AOAH
P19801	AOC1_HUMAN	AOC1
Q9Y6Q5	AP1M2_HUMAN	AP1M2
P56377	AP1S2_HUMAN	AP1S2
P27695	APEX1_HUMAN	APEX1
Q96BI3	APH1A_HUMAN	APH1A
P06727	APOA4_HUMAN	APOA4
Q13790	APOF_HUMAN	APOF
Q9BQE5	APOL2_HUMAN	APOL2
P41181	AQP2_HUMAN	AQP2
Q92482	AQP3_HUMAN	AQP3
Q8N6S5	AR6P6_HUMAN	ARL6IP6
Q5JTC6	AMER1_HUMAN	AMER1
Q6Q4G3	AMPQ_HUMAN	LVRN
Q9C0C7	AMRA1_HUMAN	AMBRA1
P30533	AMRP_HUMAN	LRPAP1
Q6UX39	AMTN_HUMAN	AMTN
Q86W34	AMZ2_HUMAN	AMZ2
Q9BXX3	AN30A_HUMAN	ANKRD30A
P39687	AN32A_HUMAN	ANP32A
Q92688	AN32B_HUMAN	ANP32B
A6NCL7	AN33B_HUMAN	ANKRD33B
P0C6C1	AN34C_HUMAN	ANKRD34C
Q5JPF3	AN36C_HUMAN	ANKRD36C
P54802	ANAG_HUMAN	NAGLU
Q5VTE6	ANGE2_HUMAN	ANGEL2
O95841	ANGL1_HUMAN	ANGPTL1
Q6UXH0	ANGL8_HUMAN	ANGPTL8
Q01484	ANK2_HUMAN	ANK2
Q12955	ANK3_HUMAN	ANK3
Q9NU02	ANKE1_HUMAN	ANKEF1
Q8NAG6	ANKL1_HUMAN	ANKLE1
Q9HCE9	ANO8_HUMAN	ANO8
Q3KP44	ANR55_HUMAN	ANKRD55
A6NC57	ANR62_HUMAN	ANKRD62
E5RJM6	ANR65_HUMAN	ANKRD65
P08758	ANXA5_HUMAN	ANXA5
P21397	AOFA_HUMAN	MAOA
P27338	AOFB_HUMAN	MAOB
O60641	AP180_HUMAN	SNAP91
Q96PC3	AP1S3_HUMAN	AP1S3
O95782	AP2A1_HUMAN	AP2A1
O14617	AP3D1_HUMAN	AP3D1
Q9BS18	APC13_HUMAN	ANAPC13
Q8J025	APCD1_HUMAN	APCDD1
P35414	APJ_HUMAN	APLNR
P02647	APOA1_HUMAN	APOA1
Q15041	AR6P1_HUMAN	ARL6IP1
Q66PJ3	AR6P4_HUMAN	ARL6IP4
Q7LC44	ARC_HUMAN	ARC
O15033	AREL1_HUMAN	AREL1
Q8N726	ARF_HUMAN	CDKN2A
Q8N4T4	ARG39_HUMAN	ARHGEF39
P35858	ALS_HUMAN	IGFALS
Q15699	ALX1_HUMAN	ALX1
Q9NP70	AMBN_HUMAN	AMBN
P02760	AMBP_HUMAN	AMBP
P19021	AMD_HUMAN	PAM
Q99217	AMELX_HUMAN	AMELX
Q9Y4X0	AMMR1_HUMAN	AMMECR1
Q9H4A4	AMPB_HUMAN	RNPEP
P04745	AMY1_HUMAN	AMY1A
P04746	AMYP_HUMAN	AMY2A
Q8IZ07	AN13A_HUMAN	ANKRD13A
Q6ZTN6	AN13D_HUMAN	ANKRD13D
Q5CZ79	AN20B_HUMAN	ANKRD20A8P
Q9BXX2	AN30B_HUMAN	ANKRD30B
Q9P2R3	ANFY1_HUMAN	ANKFY1
P01160	ANF_HUMAN	NPPA
O43827	ANGL7_HUMAN	ANGPTL7
Q6VUC0	AP2E_HUMAN	TFAP2E
O00203	AP3B1_HUMAN	AP3B1
P50583	AP4A_HUMAN	NUDT2
O00189	AP4M1_HUMAN	AP4M1
P60006	APC15_HUMAN	ANAPC15
Q9UJX4	APC5_HUMAN	ANAPC5
